tweet,sentiment
እናም አሁን አባቴ አለም ከመፈጠሩ በፊት እኔ በነበረኝ ተመሳሳይ ክብር በራስዎ ክብርን አክብሩኝ ፡፡,neutral
" መልካም ስራን አድንቆ ድክመትን መተቸት አለመደብንም።
ምንአልባትም ኢትዮጵያዊያን ትልቁ ችግራችን ሳይሆን አይቀርም!",positive
 ምን ዋጋ አለው አፍሬ አስለቀቁት እንጂ,negative
secular የሆነ መንግስት ሁሉንም እምነቶች እኩል ማየት ነው ያለበት። አንዱን እሹሩሩ እያሉ ሌላውን ምን ታመጣለህ ማለት የእብሪተኝነት መገለጫ ነው። ,neutral
"ከላይ የግል አስተያየቴ ሲሆን በየቦታው በማየው የብቃት ማነስ(incompetence) የተነሳ የተሰጠ ነው። በመጨረሻም ""የኢትዮጵያ ብልፅግና በpp ላይ ብቻ የተወሰነ ነው። ምርጫ አይካሄድ። አጭበርብሮም ቢሆን ያሽንፍ።"" የሚሉ ሰዎች ጤንነት ያጠራጥረኛል። 9/9",negative
  couldnt agree more... በ fb ሀሳብ መሸጥ ድሮ ቀረ…  ብዙ የተሰራበት platform ነበር… አሁንም ብዙ ልንሰራበት ስንችል መጠፋፊያ አደረግነው። እጅግ በጣም ነው የማዝነው,mixed
" እስከምን ደረጃ፣እስከመቼስ መቀለጃቸው እንሁን? 

በፊት የጥይቱ ድምፅ ይናፍቃቸዋል ሲባል ትዝ ይለኛል.. እንደ ዘንድሮ በሀገሬ ለህዝቤ ያለኝ አመለካከት እንዲህ ድብልቅ ብሎብኝ አያውቅም?!

አንድ ጥሩ ነገር ቢኖር በጣም አደኩበት ለማለት እደፍራለው።",neutral
  ይህ ስሜት ሳይገነግን በጊዜ እውነት እውነቱን ፍትለፊት እየተናገሩ ወደፊት መሄድ እንጅ ተፈርቶ እና ተሸማቆ የትም አይደረስም። በዚህ ጉዳይ ላይ ኢዜማ ኪሳራ ላይ ነው ያለው። (3),negative
" 
በአደግዳዲ ጋዜጠኞች ማንቆለጳጰስ የለመድው የጲጲው አለቃ መሸረፈት፣  የሰላም ሽልማቱ በሚመለክት ፕ/ት ትራምፓ ያሉትን በሚመለከት የafp ጋዜጠኛ ጠበቅ አድርጎ ሲጠይቀው፣ ሀሳቡ መግለፅ አቅቶት",negative
"""ከህሊናት ሁሉ ለራቀ ለዚህ ድንቅ ምስጢር አንክሮ ይገባል ምድራዊት ሴት ሰው የሆነ እግዚአብሄር ቃልን ወለደችው ድንግል ፈጣሪዋን ወለደችው እርሱም እናቱን ፈጠረ ከርሷም እርሱ የፈጠረውን ስጋ ተዋሀደ""

 (ሀይማኖተ አበው ዘቅዱስ ኤፍሬም) ",neutral
ሰመራ ላይ አዳሪ ት/ት ቤት ከሚገነባ አማራ ክልል ላይ ያቃጠሉትን መሰጂዶችን እንደ ገና አይገነባም እንዴ!! ምን የሚሉት ሙድ ነው። ,mixed
"  ""አዲስ አበባ የኗሪው ናት""፤ ኬኛውዎች እራሱ የሚሉት ነው ግን በዛ በኦሮምያ ስር ሆና ሲያንስ ደግሞ ለኦርምያ እና ኦሮሞው ልዩ ጥቅም ክፍል ነው። የእናንተ አቋም በዚህ ላይ ምንድን ነው? የአአን አብላጫ ምርጫ ብታገኙ ለኦነጋውያኖች claim እውቅና",neutral
#ኦሮሞ ፌደራላዊ ኮንግረስ አዲሱ ፅፈት ቤት ምረቃ ዝግጅት ከፊል ገፅታ ,positive
 በወቅቱ ከሀገር የመውጣት ስርአቱ ምን ይመስል እንደነበር ከመረጃ ጋር ጥቂት ብትለን ይበልጥ ግልፅ ይሆን ነበር። አይመስልህም?,positive
rt   መያዶች ሲዘጉ በተወስነ መልኩ ደስ ብሎኝ ነበር ምክንቱም በወገኔ ስም የመጣው ገንዘብ በስብስባ አበል ደመወዝ እና ጥቅማጥቅም ሲውል እንጂ ይሄ ነው የሚባል ችግር ሲፈታ ስላላ…,neutral
   እስቲ: ሌሎችሁ በዘር የተደራጁ ፓርቲዎች: ምርጫ ላይ ቢቀርቡ: በዘራቸው እንዲመረጡ ካልሆነ ወይም ፓርላማ ለመግባት እንጂ: አገርን ወክለው ለማስተዳደር አይበቁም: ኢዜማ: በሀገር ደረጃ ለመወዳደር ሲቀሰቅስ: የዘር ፖለቲካ ጉዳት እሚሰብክ ከሆን:,negative
   ከመድረክ ጀርባ አውርተን ምርጥ ቀላፂ እንደሆነ ነግሬው፣ ፎቶ ተነስተን ተለያየን,mixed
  ሰዉ ግን ከፍተኛ ስራ አጥነት ይነበብበታል! ,negative
eye opening truth – እንደተማረ ሰው ይህንን  ያልተማረ የዋህ ሀበሻ የመናፍቃን ነብዮች ምን ይጫወቱበታል የሚለውን ምስክርነት ከ3:39 ደቂቃ ጀምሮ ይስሙ ,neutral
"መልካምነት ለራስ ነው!

በአሜሪካ ካንሳስ ሲቲ ነዋሪ የሆነችው ሳራ ዳርሊንግ በአንድ ወቅት ከስራ ወጥታ ወደ መኖሪያዋ በማቅናት ላይ ሳለች አንድ በእድሜ ጠና ያሉ አዛውንት ከመንገድ ዳር ቁጭ ብሎ ሲለምን ትመለከታለች።
",positive
ጌችዬ መጀመሪያም ነግረናቸው ነበር የወጣትነት ዘመንክን ለህዝብ እና ለሀገር ደህንነት ብዙ ሰርተሀል ።  ምስጋናው ግን አንተን ማሳደድ ቢሆንም ቀስ እያለ እየገባቸው ነው ። እውነት ዘግይታ ብትሆንም ትምወጣለች ። ,positive
"35 ክፍሎች ያሉትን ""መንፈሳዊ ብስለት"" በሚል ርእስ በያእቆብ መልእክት ላይ ከዚህ ቀደም የሰጠሁትን ትምህርት ዘወትር ሀሙስ አካፍላለሁ። ",positive
"rt  እስቲ የአቢይን መንግስት በፖለቲካ ፈላስፋዋ ሴይላ ቤን ሀቢብ ውስብስብ የፖለቲካ ማሀበረሰቦች አራት እሴቶች እንገምግምው፤ 
ሌጂትሜሲ - d 
የኢኮኖሚ ዋስትና - d 
ደሀንነት - d 
አመክኗዊ የጋራ…",neutral
  አማራ ነህ አንተም!,neutral
"  1) የተማሪዎች ትግል አንዱ ፈርጥ ""መሬት ላራሹ"" የሚል ነው።ሳይመለስ 60 አመታት አለፋት።ኢህአዴግ ይህንን ሀሳብ ያልተቀበለው ገበሬዎች በትኒሽ ገንዘብ መሬታቸውን ሸጠው ችግር ላይ ይወድቃሉ የሚል ነው።",neutral
"ጥያቄ???

፩_ የገና መጫወቻው ዱላ ምን ይባላል?
፪_ ኳሷ ስሟ  ማን ይባላል?
 
 ያሸልማል ",neutral
የኦሮሚያ ልዩ ፖሊስ እና የታከለ ተወርዋሪ ሰራዊት ይህንን ደባ ለማሳለጥ በተጠንቀቅ ይገኛል ፣ ቀጣዩ ትልቅ እቅድ አአ በኦፌኮ ጥምረት ስር እንድትሆን ካልተሳካ ግን በብልፅግና ስር እንድትወድቅና የታከለን ራእይ አጠናክሮ መቀጠል ነው,negative
 ጥሩ አቋም ነው፣ እኛም ወደነዋል።,positive
"ኦሪት ዘዳግም-deuteronomy :8
 3፤ ሰውም ከእግዚአብሄር አፍ በሚወጣ ነገር ሁሉ በህይወት እንዲኖር እንጂ ሰው በእንጀራ ብቻ በህይወት እንዳይኖር ያስታውቅህ ዘንድ አስጨነቀህ፥ አስራበህም፥ አንተም ያላወቅኸውን አባቶችህም ያላወቁትን መና አበላህ።",neutral
ዎላይታ እና ኦሮሞ ወንድማማችነታቸው ዘመን ተሻጋሪ የማይሰበር ድልድይ ነው ስሉ የዎብን ፅ/ቤት ሀላፊ አቶ አንዱአለም ታደሰ ቦልጣና በፌስቡክ ገፃቸው አስፍረዋል::  ,positive
"""የአሁን ጊዜ መቶ ብር እኮ 10 ብር ነው"" አላለም 10 ብር ሰጥቼው ""ሂድ የመቶ ብር ካርድ ገዝተህ ና"" ብዬ ላኩት",neutral
 ከመቆዘምና ከመገፋፋት መተባበራችን ለኢትዮጵያ ተስፋ ነው,positive
rt  የአገሪቱ የፍትህ ስርአት ገለልተኛና ሚዛናዊ ባለመሆኑ ፍትህ አገኛለሁ ብሎ ማሰብ መጃጃል ነው:: የአምባገነኖች መገልገያ ሆኗልና ይላል ኤርሚያስ አመልጋ:: በዚህ ምክንያት ችሎትም ፍርድ ቤት…,negative
"እትዮጵያ በመፈክር አትፈርስም በመፈክር አትቀጥልም።
  ምትሀተኛው እና መድፈኛው የፖሎቲካ ሳይንቲስት ከ 5 ወር ቡሀላ የ እትዮጵያ ጠቅላይ ሚኒስትር  ",positive
 ምድረ ሽፍታ የእፉኝ ልጆች የጥርስ ወርቅ አልቀራችሁም ስትዘርፍ ስንቱን ኢላማ አርጋችሁ በግፍ ገደላችሁት መንግድ አሰራችሁት አሁን ብድሩን በልጆቻችሁ እያያችሁት ነው እኞም ሳንበቀል ተቀበልናችሁ እግዚአብሄር ይመስገን ።,negative
 ታኬ የድሆች አባት የልማት መሪ እግዚአብሄር ይጠብቅልን,positive
"our web is back! 

ኢትዮጵያ የአባይ ወንዝን ተፈጥሮአዊ ፍሰት እንድትጠብቅ የቀረበላትን ጥያቄ ውድቅ አደረገች ",neutral
... በነገራችን ላይ አህመዲን ጀበል እና አቻምየለህ ታምሩ አሉኝ የሚሏቸውን የታሪክ ሰነድ ይዘው በቀጥታ ስርጭት ክርክር ቢያደርጉ ተከታዮቻቸው ግራ ከመጋባት ይልቅ እውነታው የት ላይ እንዳለ ለማወቅ ይጠቅማል::,neutral
"ቆይ ግን.... ምን እና የትኛው ይሆን የኛ ፍላጎት እና ትክክለኛ ጥያቄ ማንኛችንስ ነን በአሁን ሰአት የምር ስለ ኢትዮጵያ እያሰብን እና እየተጨነቅን ያለነው የ እውነት.....? ወይስ በስሜት ውስጥ ሆነን ነው...? 
 አሁንስ የእውነት ግራ ገባኝ ",neutral
 27 አመት ሙሉ ፓርቲና መንግስትን ደባልቀዉ የተጠቀሙበትን በቢሊዮኖች የሚቆጠር የግብር ከፋይ ገንዘብ ከነወለዱ 4ቱም ድርጅቶች መክፈል አለባቸዉ! በተለይህ ህወሀት! እንዴት ነዉሱ የዘረፉትን ገንዘብ ህግ ድርሻችሁ ይህ ነዉ እያለ የሚያከፋፍላቸዉ?,mixed
"አርሲ ነገሌ ያላቹ እግዚአብሄር እንባቹን ያብስ

ለሁሉም ጊዜ አለው እንዲባል በደስታ የምትዘምሩበትም ቀን ቶሎ ይመጣል",positive
" መታወቂያው የምንም ይሁን - ከህግ በላይ ሆኖ ለሚኖር ሰው ፓስፖርቱም ቢሰጠው አያስደንቅም። ግን  ""ፓርቲ"" ተብሎ ሊጠራ የሚችል ኢትዮጵያ ውስጥ አለ እንዴ? በብሄር(በዘር) ድርጅቶችና በፖለቲካ ፓርቲ መካከል ወፍራም መስመር ይሰመር",negative
 የህግ ባለሙያ ሲናገሩ እደሰማውት ከሆነ አመት ከምናምን የሚፈጅ መሰለኝ,neutral
 ካሳዬ አራጌ ኢትዮጵያዊ እንዳልሆነ አረጋግጣችሁ ነው የቀጠራችሁት? ,negative
 because አፍ ላይ ሙልት የሚል የልብ የሚያደርስ,positive
  ጌታቸው አረጋዊ የጉዳያችን እና ኡራይና መፅሄት ባለቤትና አዘጋጅ,neutral
rt  ከሆስፒታሎች አጠገብ ይልቅ ከምሽት ቤቶች አካባቢ ፋርማሲዎች የበዙበት ሁኔታ ነው አልገባኝ ያለው። ,negative
"ዛሬ ምርጥ ቀን ነበር:: ነገም የበለጠ የተሻለ ይሆንልናል:: 

እስቲ let's think like that!",positive
"#አስተያየቶች 

 ""እንደነበረን ብልጫ እና እንደፈጠርነው እድል አላስቆጠርንም"" ገብረመድህን ሀይሌ (መቐለ)

",neutral
" እኔ የትዊተርን ማህበረሰብ አማርኛ አስተምሬ እችለዋለሁ? 
ረመረመ- ረገጠ፣ አደባዬ፥ ወቃ፥ ደቀደቀ ወዘተ ማለት ነው ሲሉ አለቃ ዚ ይተረጉሙታል :-)",neutral
"ቀኝ ግራዬን ብመለከት 
ዙሪያዬን ባመታትር፥ አይኔ ሁሉንም አያሳይ 
ሁሉም ጨለማ ነዉ፤
ነገር ግን አይኖቼን ወዷንተ ሳነሳ
ፊትህ ተስፋን ይናገራል 
ብሩህ ቀን ከፊትሽ አለ፥ አይዞሽ
ፀንተሽ ቁሚ ይለኛል።",negative
"ሁሉም ኢትዮጵያዊ በአለበት ፨

""ድል ለዲሞክራሲ ! "" nafkot eskinder",positive
" አልሀምዱሊላህ!
21? 17 አልነበረም እንዴ ግን? በለው የማናቀው ብዙ አለ ማለት ነው። መለቀቃቸው ደግ ነው።",mixed
ስገምት ግን ህወሀት ወደ ብልፅግና ተዋህዳ ከምርጫ በኋላ የምትገነጠል ይመስለኛል። መጀመሪያ ትደመራለች፤ ከዚያ ብልፅግና ህወሀትን ቀላቀልክ ተብሎ በየክልሎቹ ይሸነፋል። ከዚያ በኋላ ህወሀት ከብልፅግና ትንሸራተትና የአሸናፊዎች አውራ ትሆናለች።,neutral
 ፓርቲ ዜግነት ይሰጣል እንዴ???,neutral
ethiopia: የከተማዉ ትልቅ መነጋገሪያ የሆነ ፊልም የመሰለ እዉነተኛ ታሪክ - ,neutral
 ትለምዳለህ በርታ :) ተስፋ ሰጪ ፎቶ ነው ጆኒዬ,positive
"  የፅንፈኞች ፖለቲካ ፡ ነፍጠኛ ፣ ተከበብን ፣ የኛነው ፣ እረደው ...
zero politcal progr. 
አንድም jaዋሪ በtplf ህይወታቸውን ላጡ ቤተሰቦች አዛኝ የለም 
አጋራችን ትህነግ ነው አሉ እንጂ ውዳቂ።",neutral
 አንተ ቅል ራስ ጭንቅላትህ ልክ እንደውጪው ውስጡም ባዶ ነዉ።,negative
  እንደ እንስሳ እያጓሩ ነበረ ወራሪዎቹ አያቶችህ ይኖሩ የነበረዉ እድሜ ለምሁሩ ደብተራ ስልጡን አድርገዋቸዉ አንተንም ከመሀይምነት አፀዱህ! ሽል እንግዴ ልጅ,negative
አቶ ዩሀንስ ቧያለው በወሎ ዩኒቨርሲቲ ስለተፈፀመው አሳፋሪ  የግድያ ወንጀል ምን ምላሽ ይሰጡ ይሆን ??? ,neutral
መንግስት ብልጥ ቢሆን እስክንድርን አዳራሽ በነፃ ፈቅዶ ነበር እንድሰበስብ ማድረግ ያለብት። እሱ ተናግሮ ሊፈጥር ከሚችለው ተፅእኖ በላይ ሲከለከል የሚፈጥረው አሉታዊ ተፅእኖ በእጅጉ ይልቃል። ይሄን ደግሞ እሱም ባልደረቦቹም በሚገባ ያውቁታል!,neutral
 ለሆድና ለገንዘብ ጥማት የተሰደደ እንደምን ለእውቀት ሸመታ እና በባርነት ሮሮ ነፃነት ፍለጋ ከሀገሩ የወጣ ይነፃፀራል ብለህ ነው ኦቦሌሶ? የጥቅም ባሪያዎች መሆናቸው ጠፍቶክ አይመስለኝም። ወንድሜ  ለነሱ ብቸኛው መፍትሄ skipbyignoring ነው!,negative
በካምቦዲያ ባለ 7 ፎቅ ህንፃ ተደርምሶ 36 ሰዎች ሞቱ ,positive
 እውነተኛ ስቃይ በቅርቡ ታውቃላችሁ,negative
የክለሳ እውቀት/መረጃ ከተሞሉ አዋቂ ነን ባዮች ጋር ክላሽ እያደረግን መዝለቃችን ነው እንግዲህ። ላጥ ብለው የሀይማኖትና የብሄር ይገቡበት የቀንዳውጣ ዛጎል አላቸው።,negative
"ወደ ሮሜ ሰዎች-romans :10
 17 እንግዲያስ እምነት ከመስማት ነው መስማትም በእግዚአብሄር ቃል ነው።",neutral
የኢህአዴግ ውህደት ስምምነት የፊርማ ስነ ስርአት ላይ  አቶ ብናልፍ ያቀረቡት ማብራሪያ) -  -  ,neutral
ላልሰለጠነ ተግባር የሰለጠነ ምላሽ ነው መልሱ‼,negative
  ኧረ ተው?!? እኔን ሆዳም ኤትይስት ብትለኝ አለቃትም ነበር። ባታውቀው ነው እንጂ ተናደሀል እኮ። (በናታችሁ ተጣሉና ላስታርቃችሁ?!?) ,mixed
   ሳውዱ ከስጣጋ ሄድናሞክር ስለስው ሀገር ምን ይመለከተሀል? የሳውዲ ዜጋ አይደለ። ይገርማል ስንት ከንቱ የሆነው አለ,negative
      እይ መድሀኒት ነው ለቡዳ....ወዘተ,neutral
"ጠቅላይ ሚኒስትር ዶ/ር  አብይ አህመድ በኦሮሚያ ክልል ቦረና ዞን ያቤሎ ከተማ ጉብኝት ለማድረግ  ዛሬ ጠዋት ገብተዋል።

የኦሮሚያ ክልል ምክትል ፕሬዝደንት  አቶ ሽመልስ አብዲሳ አቀባበል አድርገውላቸዋል።",positive
 ደግሞ እኮ ውድ ነው! ,neutral
ገበያን እንደሚያረጋጋ የሚጠበቀው ሸገር የምግብ ዘይት ,neutral
"በእግዚአብሄር የሚታመኑ እንደ ፅዮን ተራራ ናቸው ፣
    የማይናወጥ ግን ለዘላለም ፀንቶ ይኖራል። መዝ 125.1",neutral
"የገና መዝሙሮች በካቶሊክ መድሀኒያለም ቤተክርስቲያን | ልዩ የገና በአል ዝግጅት
",neutral
በመላው ሀገራችን ያለውን የደህንነት ችግር መጀመሪያ ሳታወሩ ወደ ተግባር ገብታችሁ አስተካክሉ የኢትዮጵያ ህዝብ የሚፈልገው እሱን ነው። የዜጎች ደህንነት ጉዳይ የፖለቲካ ጉዳይ አይደለም።,mixed
"ይሄ 'አሲና በል አሲና ገናዬ..."" የሚለውን ዘፈን የማልሰማበት የት ልግባ በፈጣሪ! ",negative
 ከሚዛን ጥበቃው እንደወረዱ ኮንዶምኒየም፣ ምግብ እና መሂና በነፃ ታሽራቸዋለኽ! ለጋሱ!,neutral
 ለምንድን ነው የ80ውን የኢንተር አፍሪካ ህገ መንግስት ቅጂን ሁለተኛ ምንጭ ትተህ ዋና ቅጂውን ይዘህ ዋሽቷል የምትለው? ,neutral
"“ቤዛ ኩሉ አለም”
 
 ደብረ ሮሀ ቅዱስ ላሊበላ
   
 
 ለደጁ አብቃኝ እለምንሀለሁ  ",neutral
በባህርዳር በተደረገው የተቃውሞ ሰልፍ ተቃውሞ ለማሰማት የወጡት የክልሉ ከፍተኛ ባለስልጣናት በገጠማቸው ተቃውሞ ምክንያት ንግግራቸውን ለማድረግ ሳይችሉ ቀርተዋል ,positive
"የአማራ ብሄራዊ ክልላዊ መንግስት ሰመራ ላይ ልዩ አዳሪ ትምህርት ቤት ሊገነባ ነው።
የአማራ ክልል መንግስት በአፋር ክልል ልዩ አዳሪ ትምህርት ቤት የመገንባት ሀሳብ የአማራን ህዝብ የሀሳብ ከፍታ አመላካች መሆኑን ርእሰ መስተዳድር  ተናግረዋል።",positive
"""ግራ ጆሮ ግንዷ ታካለች ::"" 
ለማከክም ግራ ወይስ ቀኝ የሚለው ጥርት አርጎ ነው ሚገልፅልህ :: 
no room for speculation 

አዳም ረታ'ኮ ይችላል አይገልፀውም ",mixed
"እባካችሁ ይህንን በጣም እናስተውል፤ ብአዴን/አዴፓ ""አማራነትን"" ለመግደል የተሰራ መሳሪያ ሲሆን ወያኔ/ሻቢያ/ኦነግ/ኦዴፓ ደግሞ ""አማራን"" ለመግደል እና ለማጥፋት የተደራጁ ናዚዎች እንደሆኑ ነው።",negative
rt  የአማራ ተማሪዎች በአምቦ ዩኒቨርስቲ ,neutral
 አይዞህ እስኬው ሁሌም ከጎንህ ነን  ኢንሻአላህ እናሸንፋለን  ድል ለእውነተኛ ዲሞክራሲ,positive
ሀዲያ ሆሳእና ከ ሲዳማ ቡና - ቀጥታ የውጤት መግለጫ ,neutral
rt  በደቡብ አፍሪካ የሚኖሩ ኢትዮጵያውያንን ትኩረት አድርገው ከፕሬዝዳንት ሲሪል ራማፎሳ ጋር ተወያይተው ኢትዮጵያውያን ትኩረት እንዲያገኙ የሚያስችል ስምምነት ላይ መድረሳቸውን ጠ/ሚ/ር ዶ/ር አቢይ…,positive
ደደብ እንደዚህ አይነት ሰው ስታይ ነው ለቀዋል የምትለው መጀመርያ ለመበታተን የቀረበችና በችግር ላይ ያለች አገርህን እስተካክል፡ as usual “never kneal down eritrea”. ,mixed
rt  የ2012 አ.ም የተቀናጀ የተፋሰስ  ልማት  ንቅናቄ ለምርት እድገት እና  ለላቀ  የህብረተሰብ  ተጠቃሚነት በሚል መሪ ቃል  የአማራ ክልል የማህበረሰብ ተሳትፎ የተፋሰስ ልማት ንቅናቄ ተጀመረ፡…,neutral
rt  የ kanye west ን አእምሮ ያረጋጋህ ፈጣሪዬ ሆይ የሀገራችንንም ሰላም አረጋጋልን።,positive
ከወዲሁ የምርጫ ቅስቀሳ እናድርግ መሰለኝ የአአ ህዝብ ባለደራውን ወይም አብሮነት ቢመረጥ ከመከራ እራሱን ይታደጋል አማራ ክልል ላይ ደግሞ ንስሩን በመምረጥ ደም መጣጮቻችን ከወዲሁ ማስወገድ አለብን!!,negative
ይህንን የኋላ መጫኛ አይጫወቱ ፡፡  በጣም አስደሳች እንደሆነ ተስፋ አደርጋለሁ።,mixed
  የኔ የሩቅ ግምት ደግሞ በመንግስት ፀጥታ መዋቅር ውስጥ የሚገኙ የአብይን መንግስት ጥርጣሬ ውስጥ ለመጣል ሆን ብለው ሊያደርጉት ይችላሉ የሚል ነው።,neutral
"ከነውሸት መንደር ከአሉባልታ ሰፈር ብትኖር አትፈራ፣
ስለ እዉነት ብለህ በጨለማ ዘመን አንተ ብቻ አብራ! ",neutral
"   ምን አስታወስከኝ መሰለህ አማንን ካወቅኸው|ነፍስ ይማር| anti ""ቆ"" movement የሚባል እንቅስቅሴ ነበረው በየዶርሙ በሶና ቆሎ ሼር የማያደርኩት ላይ የሚወሰድ የፀረ ቆንቋናዎች ግብረ ሀይል...በሌሉበት ሎከር ሰብሮ የሚወስድ ",neutral
እነ ሚረር ታምነው ነው የሀገሬ ሚዲያ ሲያቀላልጥልን የከረመው።  ,negative
 እኔ ደግሞ እየጠበቅኩ ያለሁት ከፀጉር ቤት ስትወጪ ያለዉን ገፅታ ነው።  ፊልሙ ሌላ ግዜ ይደርሳል።,neutral
"እኛ ወጣቶች በ facebook ሀሰተኛ መረጃ   ለሀገራችን ጠላት እንዳንሆን እናስተውል።

   ሰላም    
",neutral
የአዲስአበባ እና የነዋሪውን መብት በተመለከተ ግልፅ እና እና የማያወላዳ አቋም ያለው ከኢዜማ ውጪ የትኛው ፓርቲ እና ስብስብ ነው!! በፉከራ ሳይሆን በተግባር!!,neutral
 ሰው መሆን ያስጠላል! በአንፃሩ አራዊት የተሻለ ርህራሄ አላቸው:: መንግስት በዚህ ጊዜ ሁሉንም ስርአት ማስያዝ አይችል ይሆናል:: ቢያንስ ግን ይሄን ፀረ-ነፍሳት ድርጊት የሚሰራ ማን እንደሆነ ቢነግረን? እንዲሁ ዝም ማለት ምን አይነት ፖለቲካ ነው?,mixed
ማነህ ልያታይ ጥስው ዶረበ ፅርቅ ድንአ አሁን የፍርሀት ጊዜ አይደለም ሉራሰይ ውዢገ-ለፍክለ,neutral
 የተባረክሽ ሰው ነሽ።,positive
"አንዷን ቆንጆ ሌባ በጨለማ ይዟት ስልክሽን ይላታል
""0920....."" አለች አሉ ብዬ ለአንዱ ጀለሴ እነግረዋለሁ እሱ ጎንበስ ብሎ ስልክ ቁጥሯን save ያደርጋል።
ደግሞ ለምንህ ነዉ ስልኳን እለዋለዉ...
""መትረፏን ለመጠየቅ"" አላለኝም?
",neutral
እነ እስከራሙ የሚፈልጉት እንደ እነዚህ አይነት ከአኼራ ይልቅ ለዱንያዊ ጥቅም የሰከሩትን ነው ጀዝቦችን !!!,negative
አዲስ  የኦሮምያ ናት፣ ኦሮምያ በአዲስ አበባ ላይ ልዩ ጥቅም ማግኘት አለባት፣ በሚለው እና ይሄንንም አሁን በተለያዩ ውሳኔዎች እንደምናየው የታከለ ኡማ እና አብይ አገዛዝ ትግበራ ላይ የኢዜማ አቋም ምንድን ነው?  አአ ሸዋ የራሱ ክልል ነው አይደለም?,mixed
"rt  አንተ ያለህበት ድርጅት ሀገር እየመራ የታገቱትን ማስለቀቅ አይደለም በክልሉ ሚዲያ እንኳን ዜና አላስተላለፈም። ደፋሮች ናችሁ!

ደግነቱ ህዝቡ ምንም ብታደርጉ ነገ የሚያጨበጭብላችሁ ከንቱ ስለሆነ እን…",neutral
በአሁኑ ሰአት በአዋሳ የኢዜማ ስብሰባ ሞቅ ደመቅ ባለ ሁኔታ ስብሰባው ተጀምሯል,positive
  አስተሳሰቡን አይደለም ትክክል/ተገቢ ያልኩት። ጥያቄዋ ሊጠየቅ የሚችል ወይንም ማንነትን መሰረት ያደረግ ፖለቲካ ከሚያራምዱ ግለሰቦች/ብድኖች የሚጠበቅ እና ተገቢ ምላሽ የሚፈልግ ነው ለማለት ነው የፈለኩት። አሁንስ ተግባባን።,mixed
  ይክሰሱ ሳይሆን ላለፉት 27 አመታት ለዘረፉት እራሳቸው ሊከሰሱና 10 ሳንቲም ሳይቀር ሊመልሱ ይገባል! they are nothong but thrash!!!,negative
ለ))ለዳታ ያክል እንዷቅሚቲ ትንሽ አንበናል እርሾ ስላልነበረ በሀር ሀይል ለኢትዮጵያ ያስፈልጋታል ብቻ ሳይሆን በጣም ያስፈልጋታል ።,positive
"""የመረጃ ክፍተት ካልሆነ በስተቀር የጠፉ ተማሪዎች መኖራቸው ትክክል ነው መረጃውንም ለሚመለከተው አካል አሳውቀናል""

የአማራ ክልል ርእሰ መስተዳድር !!

የፌደራሉ የፀጥታ መዋቅር ገለልተኛ ላለመሆኑ ከብዙ በጥቂቱ ይህ ማሳያ ነው",neutral
" ቀላል  
""የተፃፈ መፅሀፍ ሁሉ ጥሩ ነው""",positive
"rt  የኢትዮጵያ ህዝብ ፈረደበት 
ሬድዋን ሁሴንን ሲገላገል ንጉሱ ጥላሁን የሚባል ቀዳዳ መጣለት 
ሀይለ ማርያም ደሳለኝ እንኳን ሄደ ብሎ ጮቤ ሲረግጥ አፈ ቅቤው መርዘኛ እባብ ኮሎኔል አብይ አህመድን ተካ…",neutral
 ተማሪዋች በገዛ አገራቸው እየታገቱ ያንተ በየቦታው መምነሽነሽ ጥቅም የለውም:: ህገ ወጦችን ስርአት መሳይዝ ካልቻላችሁ እልፎች አለን ለህይወታችን ማንሳሳ በውዴታም ሆነም በግዴታ ስርአት እናስይዛቸዋለን::,negative
" የሆኑ መፅሀፎች ስገዛ ጃፋር በምርቃት ነገር ነበር የሰጠኝ። ንቄው ነበር እውነት ለመናገር ሳነብበው ግን የምር በራሴ ነው ያፈርኩት። 
መፃፍ ይችላል በጣም!",neutral
 ምን ዋጋ አለው ድካም ብቻ ዋጋው አንደሆነ ያው የማይቀመሰው !!!!,mixed
 አሁን እንዳው የዘንድሮ ዶሮ ከዛሬ ያልፋል ወየስ የእናንተ ቤት ዶሮ በግነክ ነው,neutral
 ግርማ ለአሌክሶ የስንብት ኮንሰርት ላይ አቅርቦ ነበር ግን ያለ አካሌውቤ ብዙም ጣእም የለውም።,neutral
"rt    ይሄው ፉክቻ እንደ ወርቅ አጣርቶ ያውጣን ፈጣሪያችን ሁሉን የሚያይ፣ ሁሉን አዋቂ!!

የአእምሮ ህክምና ክትትል የሚያስፈልገው ከመሪውም፣ ከወንጀለኛውም እየ…",mixed
"        miku ከዛሬ ጀምሮ ""ነጭናጫ"" የሚለው ተነስቷል ::  ",neutral
    አማራ ባይሆን ይሄ ስም አይለጠፍበትም ነበር እኔ ግን የማዝነው እየሞተም በማይረባ አንድነት መበስበስ በቀጠለው አማራ ብቻ ነው ።,neutral
"rt  90's kids ማለት በ80ዎቹ መጨረሻ ወይም በ90ዎቹ መጀመሪያ ተወልደን በ90ዎቹ እቃቃ የተጫወትን እና የእቃቃ ሚስት የነበረን ብዙ የልጅነት ትዝታ ያሳለፍን ሰዎች ብቻ ነን። 
አሉ ደሞ አንዳ…",neutral
